"","itemname","mealtype","quantity","quantitytype","datesort"
"781","Rice & Orzo Pilaf","",14.4,"Pound",38
"782","BBQ Baked Beans","",16,"Pound",38
"785","Beer Battered Onion Rings","",2,"Pound",38
"786","North Salad Bar Waste Module","",19.2,"Pound",38
"787","North Deli Bar Waste Module","",2.5,"Pound",38
"788","North Salad Dressing Waste Module","",7,"Pound",38
"791","Cheesy Scrambled Eggs","",5.4,"Pound",39
"792","Omelet Bar","",3.6,"Pound",39
"793","Pork Sausage Links","",8.2,"Pound",39
"794","Sauteed Onions","",0.2,"Pound",39
"799","Mashed Red Potatoes with Garlic","",21.8,"Pound",39
"800","Shrimp Jambalaya","",8.2,"Pound",39
"801","Roasted Vegetable Pasta","",10.1,"Pound",39
"802","Meat Sauce","",8.1,"Pound",39
"803","North Salad Bar Waste Module","",22,"Pound",39
"804","North Salad Dressing Waste Module","",5,"Pound",39
"805","North Deli Bar Waste Module","",3.8,"Pound",39
"810","Scrambled Eggs","",4.8,"Pound",40
"811","Scrambled Egg Whites","",2.4,"Pound",40
"812","Scrambled Eggs","",5,"Pound",40
"813","Scrambled Egg Whites","",6.6,"Pound",40
"814","Scrambled Eggs","",4,"Pound",40
"815","Breakfast Potatoes","",7,"Pound",40
"816","Omelet Bar","",11.6,"Pound",40
"817","Rice Florentine","",12.2,"Pound",40
"818","Penne & Sausage Abruzzi","",6,"Pound",40
"819","Eggplant Caponata","",4.2,"Pound",40
"821","Ranch Chicken Wings","",5,"Pound",40
"823","Black Beans & Rice","",11.2,"Pound",40
"826","Roasted Garlic Potatoes","",6,"Pound",40
"827","North Deli Bar Waste Module","",2.5,"Pound",40
"828","North Salad Bar Waste Module","",31,"Pound",40
"829","North Salad Dressing Waste Module","",7,"Pound",40
"830","North Deli Bar Waste Module","",4,"Pound",42
"832","Oatmeal Hot Cereal","",15,"Pound",42
"833","North Salad Bar Waste Module","",12,"Pound",42
"834","Marinara Sauce","",8,"Pound",42
"835","Home Fries","",4,"Pound",42
"837","North Salad Bar Waste Module","",6,"Pound",42
"838","North Deli Bar Waste Module","",3.6,"Pound",42
"839","Basmati Rice","",2,"Pound",42
"840","Cheesy Scrambled Eggs","",1,"Pound",43
"841","Buttermilk Pancakes","",15.4,"Pound",43
"842","Gingered Sweet Potatoes","",8.2,"Pound",43
"844","Scrambled Eggs","",5.4,"Pound",44
"845","Cheesy Scrambled Eggs","",6,"Pound",44
"846","Scrambled Eggs","",4.2,"Pound",44
"847","Cheesy Scrambled Eggs","",2.6,"Pound",44
"848","Scrambled Egg Whites","",8.6,"Pound",44
"849","Oatmeal Hot Cereal","",10.2,"Pound",44
"852","Roasted Yukon Golds","",9.2,"Pound",44
"854","Marinara Sauce","",9,"Pound",44
"855","Meat Sauce","",5.6,"Pound",44
"856","White Rice","",11.4,"Pound",44
"857","White Rice","",4.2,"Pound",44
"858","Roast Turkey","",9,"Pound",44
"859","Salmon with Leeks and Red Pepper","",2.4,"Pound",44
"860","Mashed Potatoes","",11,"Pound",44
"861","Stove Top Stuffing","",10.8,"Pound",44
"862","White Rice","",10.8,"Pound",44
"863","Marinara Sauce","",9.8,"Pound",44
"864","Meat Sauce","",7.6,"Pound",44
"865","North Salad Bar Waste Module","",4,"Pound",44
"866","North Deli Bar Waste Module","",1.2,"Pound",44
"867","North Salad Dressing Waste Module","",2,"Pound",44
"869","Sausage Patties","",3.5,"Pound",45
"870","Scrambled Eggs","",5,"Pound",45
"871","Scrambled Egg Whites","",4,"Pound",45
"872","Breakfast Potatoes","",4.5,"Pound",45
"874","Spanish Rice","",16.4,"Pound",45
"875","Frijoles Refritos Con Queso","",8.4,"Pound",45
"877","Beef Tacos with Flour Tortilla","",0,"Pound",45
"880","BBQ Kansas City Pork Spare Ribs","",3,"Pound",45
"881","Meat Sauce","",4,"Pound",45
"882","North Salad Dressing Waste Module","",11,"Pound",45
"883","North Deli Bar Waste Module","",29,"Pound",45
"884","North Deli Bar Waste Module","",3.6,"Pound",45
"887","Curley Fries","",1,"Pound",169
"891","Oatmeal Hot Cereal","",3.4,"Pound",170
"893","Chef's Choice Pasta du Jour","",1.5,"Pound",170
"894","Marinara Sauce","",2,"Pound",170
"898","Oatmeal Hot Cereal","",6,"Pound",172
"899","Turkey Sausage Links","",2,"Pound",172
"905","North Salad Dressing Waste Module","",2.5,"Pound",172
"906","Straight Cut French Fries","",2,"Pound",172
"907","Vegan Mongolian Stir Fry","",2.8,"Pound",172
"908","Tokyo Noodles","",8.4,"Pound",172
"911","Red Petite Potatoes w/Dill","",8.8,"Pound",172
"912","Meat Sauce","",8.6,"Pound",172
"913","Marinara Sauce","",2.8,"Pound",172
"914","Roasted Root Vegetables","",5.2,"Pound",172
"916","Oatmeal Hot Cereal","",7.2,"Pound",173
"922","Sauteed Beef Tips","",11.2,"Pound",177
"923","Roasted Butternut Squash","",7.2,"Pound",177
"924","Vegetarian Strudel","",5,"Pound",177
"925","Roasted Yukon Golds","",8.1,"Pound",177
"926","Chef's Choice Pasta du Jour","",4.6,"Pound",177
"927","North Deli Bar Waste Module","",10,"Pound",177
"928","North Salad Dressing Waste Module","",9,"Pound",177
"929","North Salad Bar Waste Module","",18,"Pound",177
"932","Corned Beef Hash","",3,"Pound",178
"933","Corn","",4,"Pound",178
"934","Rice & Orzo Pilaf","",10,"Pound",178
"936","Pasta Saute Bar","",3.8,"Pound",178
"937","Meat Sauce","",0.4,"Pound",178
"938","Marinara Sauce","",0.5,"Pound",178
"939","Vegetable Lo Mein","",3.8,"Pound",178
"940","Pulled Pork for Sandwich","",6.8,"Pound",178
"941","North Salad Bar Waste Module","",4.5,"Pound",178
"942","North Salad Dressing Waste Module","",4.4,"Pound",178
"943","North Deli Bar Waste Module","",7.2,"Pound",178
"949","Shrimp Jambalaya","",6.6,"Pound",179
"950","Green Beans","",12.8,"Pound",179
"951","Mashed Red Potatoes with Garlic","",12,"Pound",179
"952","Chicken Fricassee w/ Dumplings","",9.6,"Pound",179
"953","Roasted Vegetable Pasta","",4.8,"Pound",179
"954","Chef's Choice Pasta du Jour","",13.6,"Pound",179
"955","Bavarian Pretzel Rolls","",15.6,"Pound",179
"956","North Salad Bar Waste Module","",7,"Pound",179
"957","North Salad Dressing Waste Module","",8.6,"Pound",179
"958","North Deli Bar Waste Module","",6,"Pound",179
"966","Penne & Sausage Abruzzi","",5,"Pound",180
"967","Chef's Choice Pasta du Jour","",11,"Pound",180
"968","Meat Sauce","",10.6,"Pound",180
"969","Marinara Sauce","",7.2,"Pound",180
"970","Steamed Broccoli","",4,"Pound",180
"971","Seasoned Scrod","",0.4,"Pound",180
"972","Chef's Choice Pasta du Jour","",3.2,"Pound",180
"973","Vegan Dragon Rice","",7.2,"Pound",180
"976","North Salad Dressing Waste Module","",4.8,"Pound",180
"977","North Salad Bar Waste Module","",45,"Pound",180
"979","North Salad Bar Waste Module","",16,"Pound",181
"980","North Deli Bar Waste Module","",11,"Pound",181
"981","North Deli Bar Waste Module","",10,"Pound",181
"982","Meat Sauce","",1,"Pound",181
"983","Basmati Rice","",2.6,"Pound",181
"984","Chef's Choice Pasta du Jour","",1.7,"Pound",181
"986","North Salad Bar Waste Module","",3.4,"Pound",181
"987","North Salad Dressing Waste Module","",4.8,"Pound",182
"990","Oatmeal Hot Cereal","",3.6,"Pound",183
"991","Cavatappi with Vegetables","",13.4,"Pound",183
"992","Aztec Vegetables","",10.4,"Pound",183
"993","Green Fiesta Rice","",9,"Pound",183
"994","Meat Sauce","",6.8,"Pound",183
"995","Marinara Sauce","",9.4,"Pound",183
"996","White Rice","",7,"Pound",183
"998","Pork Stew with Fennel & Butternut","",13.4,"Pound",183
"1000","Straight Cut French Fries","",0.5,"Pound",183
"1004","Meat Sauce","",9,"Pound",183
"1005","Chef's Choice Pasta du Jour","",10.4,"Pound",183
"1006","Basmati Rice","",15.4,"Pound",183
"1008","Roasted Yukon Golds","",16.6,"Pound",183
"1009","Green Beans w/ Garlic","",15.4,"Pound",183
"1010","North Salad Bar Waste Module","",6,"Pound",183
"1011","North Salad Bar Waste Module","",6,"Pound",183
"1012","North Salad Dressing Waste Module","",6.4,"Pound",183
"1013","Breakfast Potatoes","",1.8,"Pound",184
"1014","Oatmeal Hot Cereal","",9.2,"Pound",184
"1015","Oatmeal Hot Cereal","",11.4,"Pound",184
"1016","North Deli Bar Waste Module","",4.5,"Pound",183
"1017","White Rice","",13.6,"Pound",184
"1018","Roasted Yukon Golds","",9.2,"Pound",184
"1019","White Rice","",76,"Pound",184
"1020","White Rice","",7.6,"Pound",184
"1021","Stove Top Stuffing","",2.8,"Pound",184
"1022","Mashed Potatoes","",16.6,"Pound",184
"1023","Salmon with Leeks and Red Pepper","",16,"Pound",184
"1024","Salmon with Leeks and Red Pepper","",6,"Pound",184
"1025","Marinara Sauce","",6.6,"Pound",184
"1026","North Deli Bar Waste Module","",4,"Pound",184
"1027","North Salad Dressing Waste Module","",3.7,"Pound",184
"1028","North Salad Bar Waste Module","",3.3,"Pound",184
"1033","Cream of Wheat","",6.2,"Pound",185
"1034","BBQ Kansas City Pork Spare Ribs","",4.5,"Pound",185
"1035","Basmati Rice Pilaf","",0.5,"Pound",185
"1036","Chef's Choice Pasta du Jour","",0.5,"Pound",185
"1038","Marinara Sauce","",0.2,"Pound",185
"1040","Meat Sauce","",0.2,"Pound",185
"1041","North Salad Bar Waste Module","",1.5,"Pound",185
"1042","North Salad Dressing Waste Module","",1.3,"Pound",185
"1045","O'Brien Potatoes","",5,"Pound",186
"1046","North Deli Bar Waste Module","",5.2,"Pound",186
"1047","North Salad Bar Waste Module","",9.2,"Pound",186
"1048","North Salad Dressing Waste Module","",1.6,"Pound",186
"1053","Straight Cut French Fries","",2,"Pound",186
"1054","Vegetable Fried Rice","",2,"Pound",186
"1055","Banana Pancakes","",3.1,"Pound",187
"1056","Banana Pancakes","",3.1,"Pound",187
"1057","Oatmeal Hot Cereal","",1.1,"Pound",187
"1058","Home Fries","",5,"Pound",187
"1059","White Rice","",18.2,"Pound",187
"1064","Buttered Noodles","",10,"Pound",187
"1065","Basmati Rice","",7.6,"Pound",187
"1066","Chef's Choice Pasta du Jour","",2,"Pound",187
"1070","Tuscan White Beans","",13.8,"Pound",187
"1071","Meat Sauce","",1.8,"Pound",187
"1072","Marinara Sauce","",3,"Pound",187
"1073","North Deli Bar Waste Module","",9,"Pound",187
"1074","North Salad Bar Waste Module","",12,"Pound",187
"1075","American Chop Suey","",6,"Pound",188
"1077","Roasted Chicken Thigh","",8,"Pound",188
"1079","Marinara Sauce","",5,"Pound",188
"1080","Rice Pilaf","",5,"Pound",188
"1081","Meat Sauce","",5,"Pound",188
"1082","Tofu Parmesan","",4,"Pound",188
"1083","Mashed Ranch Potatoes","",11,"Pound",188
"1084","North Deli Bar Waste Module","",12,"Pound",188
"1085","North Salad Dressing Waste Module","",4,"Pound",188
"1086","North Salad Bar Waste Module","",13,"Pound",188
"1087","French Toast Stix","",4.4,"Pound",189
"1088","Buttermilk Pancakes","",4.7,"Pound",189
"1089","French Toast Stix","",2.8,"Pound",189
"1090","Buttermilk Pancakes","",3.8,"Pound",189
"1091","Sausage Patties","",5,"Pound",189
"1092","Corned Beef Hash","",6.2,"Pound",189
"1093","Cream of Wheat","",7.2,"Pound",189
"1094","Chef's Choice Pasta du Jour","",0.5,"Pound",189
"1095","Pork Gravy","",7,"Pound",189
"1097","Turkey & Swiss Focaccia","",2,"Pound",189
"1103","North Salad Bar Waste Module","",11.8,"Pound",189
"1104","North Salad Dressing Waste Module","",3.3,"Pound",189
"1105","North Deli Bar Waste Module","",4.2,"Pound",189
"1112","Buttermilk Pancakes","",4.7,"Pound",189
"1113","French Toast Stix","",4.3,"Pound",189
"1114","Oatmeal Hot Cereal","",10.4,"Pound",190
"1115","Oatmeal Hot Cereal","",11,"Pound",190
"1118","White Rice","",15,"Pound",190
"1119","North Deli Bar Waste Module","",2,"Pound",190
"1133","Breakfast Potatoes","",4,"Pound",191
"1134","Chef's Choice Pasta du Jour","",2,"Pound",191
"1135","Italian Grilled Vegetables","",1.5,"Pound",191
"1140","North Salad Bar Waste Module","",21,"Pound",191
"1141","North Deli Bar Waste Module","",6,"Pound",191
"1145","Home Fries","",4,"Pound",192
"1147","Fried Plantains","",1.6,"Pound",192
"1148","Cuban Yellow Rice","",2,"Pound",192
"1149","Tofu Marsala","",9.2,"Pound",192
"1150","Chef's Choice Pasta du Jour","",8.8,"Pound",192
"1151","Marinara Sauce","",8.2,"Pound",192
"1152","Meat Sauce","",2,"Pound",192
"1153","Corn","",1.4,"Pound",192
"1154","North Salad Bar Waste Module","",12.3,"Pound",192
"1155","North Deli Bar Waste Module","",4.3,"Pound",192
"1156","North Salad Dressing Waste Module","",4,"Pound",192
"1157","Oatmeal Hot Cereal","",6,"Pound",193
"1158","Meat Sauce","",1.5,"Pound",193
"1162","Vegetable Korma","",3,"Pound",193
"1163","Basmati Rice","",0.5,"Pound",193
"1164","Chef's Choice Pasta du Jour","",0.5,"Pound",193
"1170","North Deli Bar Waste Module","",4.3,"Pound",193
"1171","North Salad Bar Waste Module","",3,"Pound",193
"1172","North Salad Dressing Waste Module","",1.8,"Pound",193
"1175","Chef's Choice Pasta du Jour","",2,"Pound",194
"1176","Chef's Choice Pasta du Jour","",2,"Pound",194
"1178","Meat Sauce","",5,"Pound",194
"1180","Honey Roasted Parsnips & Sweet Potatoes","",2,"Pound",194
"1182","Spanish Arroz Amarillo","",9,"Pound",194
"1183","North Salad Bar Waste Module","",2,"Pound",194
"1184","North Salad Dressing Waste Module","",6,"Pound",194
"1185","North Deli Bar Waste Module","",6,"Pound",194
"1186","North Salad Bar Waste Module","",12,"Pound",194
"1187","Bacon","",1,"Pound",195
"1188","Bacon","",4,"Pound",195
"1189","Pulled Pork for Sandwich","",1,"Pound",195
"1201","Country Style Hash Browns","",5,"Pound",198
"1202","Country Style Hash Browns","",5,"Pound",198
"1204","Chicken Noodle Casserole","",3.6,"Pound",198
"1205","Chicken Noodle Casserole","",3.6,"Pound",198
"1206","The Three Sisters Stew","",7.6,"Pound",198
"1207","Roasted Summer Vegetables","",2.2,"Pound",198
"1208","Mashed Potatoes","",10.4,"Pound",198
"1209","Beef Tender Picadillo","",5,"Pound",197
"1210","Roasted Yukon Golds","",0.4,"Pound",197
"1211","Roasted Yukon Golds","",0.4,"Pound",197
"1212","Roasted Yukon Golds","",0.4,"Pound",197
"1213","The Three Sisters Stew","",7.2,"Pound",198
"1214","Baked Beans","",5.2,"Pound",198
"1215","Brown Sauce","",6.4,"Pound",198
"1216","Cheese Ravioli","",7,"Pound",196
"1217","Beef For French Dip Sandwich","",4,"Pound",198
"1221","Pernil","",5.2,"Pound",198
"1222","Fresh Roasted Carrots","",7.2,"Pound",198
"1223","Beef Tender Picadillo","",7,"Pound",197
"1224","Santa Fe Chicken with Corn Salsa","",6.8,"Pound",198
"1225","Creamy Spinach & Sun Dried Tomato Whole Wheat Penne","",4.4,"Pound",198
"1226","Meat Sauce","",3.2,"Pound",198
"1227","Marinara Sauce","",4.8,"Pound",198
"1228","Marinara Sauce","",4.8,"Pound",198
"1229","North Deli Bar Waste Module","",3.8,"Pound",198
"1230","North Salad Bar Waste Module","",13,"Pound",198
"1231","North Salad Dressing Waste Module","",3,"Pound",198
"1232","Breakfast Potatoes","",6.6,"Pound",199
"1233","Chef's Choice Pasta du Jour","",2.2,"Pound",199
"1234","Marinara Sauce","",4.2,"Pound",199
"1235","Meat Sauce","",6.2,"Pound",199
"1237","Beef Steak Tacos","",6.6,"Pound",199
"1238","North Salad Bar Waste Module","",6.7,"Pound",199
"1239","North Salad Dressing Waste Module","",1.5,"Pound",199
"1240","North Deli Bar Waste Module","",12.2,"Pound",199
"1241","Turkey Sausage Links","",3,"Pound",200
"1242","Fried Hash Brown Patties","",2,"Pound",200
"1243","Vegan Mongolian Stir Fry","",12,"Pound",200
"1244","Chef's Choice Pasta du Jour","",5.5,"Pound",200
"1245","Tokyo Noodles","",6,"Pound",200
"1246","Marinara Sauce","",7.4,"Pound",200
"1247","Meat Sauce","",7.4,"Pound",200
"1248","Curried Sweet Potato and Apple Pilaf","",9.4,"Pound",200
"1250","Roasted Root Vegetables","",4.6,"Pound",200
"1251","BBQ Chicken Drumsticks","",5,"Pound",200
"1252","North Deli Bar Waste Module","",11,"Pound",200
"1253","North Salad Bar Waste Module","",21,"Pound",200
"1254","North Salad Dressing Waste Module","",4,"Pound",200
"1259","Mexican Corn","",12.6,"Pound",201
"1260","Mexican Corn","",12.6,"Pound",201
"1261","El Nacho Grande","",5,"Pound",201
"1262","Chili con Carne","",4.3,"Pound",201
"1263","Chili con Carne","",4.3,"Pound",201
"1264","White Rice","",10.2,"Pound",201
"1265","Baked Beans","",8.2,"Pound",201
"1267","North Salad Bar Waste Module","",9,"Pound",201
"1268","North Deli Bar Waste Module","",4,"Pound",201
"1269","North Salad Dressing Waste Module","",4,"Pound",201
"1274","White Rice","",10.1,"Pound",202
"1275","North Deli Bar Waste Module","",12,"Pound",202
"1278","North Salad Dressing Waste Module","",2,"Pound",202
"1279","North Salad Dressing Waste Module","",2,"Pound",202
"1280","North Salad Bar Waste Module","",32.6,"Pound",202
"1283","Baked Ziti","",6.4,"Pound",203
"1285","Mashed Potatoes","",8,"Pound",204
"1286","Chef's Choice Pasta du Jour","",0.7,"Pound",203
"1287","Marinara Sauce","",0.2,"Pound",203
"1288","Sauteed Vegetable Medley","",0.3,"Pound",203
"1289","Brown Gravy","",0.2,"Pound",203
"1290","North Salad Bar Waste Module","",10.7,"Pound",203
"1291","North Salad Dressing Waste Module","",4,"Pound",203
"1292","North Deli Bar Waste Module","",3.8,"Pound",203
"1300","Sweet Potato Fries","",1,"Pound",203
"1305","Corn","",12,"Pound",204
"1306","Yankee Pot Roast","",6,"Pound",204
"1307","Basmati Rice","",2,"Pound",204
"1312","Crinkle Cut Fries","",2,"Pound",204
"1314","North Deli Bar Waste Module","",2.6,"Pound",204
"1315","North Salad Bar Waste Module","",10.8,"Pound",204
"1316","North Salad Dressing Waste Module","",4.3,"Pound",204
"1317","Country Style Hash Browns","",4,"Pound",205
"1319","Greek Rice Pilaf","",24,"Pound",205
"1320","Chef's Choice Pasta du Jour","",5,"Pound",205
"1321","Marinara Sauce","",0.2,"Pound",205
"1322","Meat Sauce","",0.2,"Pound",205
"1324","Roasted Yukon Golds","",6.5,"Pound",205
"1325","Sauteed Beef Tips","",2,"Pound",205
"1326","Roasted Butternut Squash","",4,"Pound",205
"1327","White Rice","",4.2,"Pound",205
"1332","Straight Cut French Fries","",2,"Pound",205
"1333","North Salad Bar Waste Module","",20.2,"Pound",205
"1334","North Salad Dressing Waste Module","",3.6,"Pound",205
"1335","Tortellini with Roasted Pepper Tomato Sauce","",4.5,"Pound",206
"1337","Basmati Rice","",2,"Pound",206
"1339","Pulled Pork for Sandwich","",13.8,"Pound",206
"1340","Vegetable Lo Mein","",10.4,"Pound",206
"1341","Corn","",5.8,"Pound",206
"1351","North Deli Bar Waste Module","",6,"Pound",207
"1352","North Salad Dressing Waste Module","",3,"Pound",207
"1353","North Salad Bar Waste Module","",2.5,"Pound",207
"1372","Rice Florentine","",13,"Pound",208
"1373","Meat Sauce","",3,"Pound",208
"1376","Chef's Choice Pasta du Jour","",4.1,"Pound",208
"1377","Marinara Sauce","",8.2,"Pound",208
"1378","Vegan Dragon Rice","",14,"Pound",208
"1380","Baked Chinese Chicken Wings","",5,"Pound",208
"1381","Steamed Broccoli","",4,"Pound",208
"1382","North Deli Bar Waste Module","",9.4,"Pound",208
"1383","North Salad Bar Waste Module","",22,"Pound",208
"1384","North Salad Dressing Waste Module","",3,"Pound",208
"1385","Sausage Patties","",6,"Pound",209
"1386","Corned Beef Hash","",6,"Pound",209
"1387","Oatmeal Hot Cereal","",3,"Pound",209
"1388","Oatmeal Hot Cereal","",3,"Pound",209
"1391","North Salad Bar Waste Module","",7.5,"Pound",209
"1392","Basmati Rice","",2,"Pound",209
"1393","North Deli Bar Waste Module","",10,"Pound",209
"1394","Marinara Sauce","",12,"Pound",209
"1395","North Salad Dressing Waste Module","",3,"Pound",209
"1396","Vegan Chicken Diced","",6,"Pound",209
"1402","Garden Blend Rice","",0.5,"Pound",210
"1403","Corn","",1.4,"Pound",210
"1408","Chef's Choice Pasta du Jour","",3,"Pound",210
"1409","North Salad Bar Waste Module","",3.8,"Pound",210
"1410","North Salad Dressing Waste Module","",2.4,"Pound",210
"1411","Buttermilk Pancakes","",9.2,"Pound",211
"1412","Buttermilk Pancakes","",9.2,"Pound",211
"1413","Buttermilk Pancakes","",9,"Pound",211
"1414","Pork Sausage Links","",6.8,"Pound",211
"1415","Pork Sausage Links","",6.8,"Pound",211
"1425","North Salad Dressing Waste Module","",33.6,"Pound",211
"1426","North Salad Dressing Waste Module","",10,"Pound",211
"1427","North Salad Dressing Waste Module","",10,"Pound",211
"1428","North Salad Bar Waste Module","",33.6,"Pound",211
"1429","North Deli Bar Waste Module","",6.1,"Pound",211
"1430","Sausage Patties","",4,"Pound",213
"1433","Frijoles Refritos Con Queso","",16.6,"Pound",213
"1434","Chef's Choice Pasta du Jour","",11.2,"Pound",213
"1435","Spanish Rice","",17.8,"Pound",213
"1436","Basmati Rice Pilaf","",8.4,"Pound",213
"1437","BBQ Kansas City Pork Spare Ribs","",6.8,"Pound",213
"1438","North Salad Bar Waste Module","",10.5,"Pound",213
"1439","North Salad Dressing Waste Module","",2.5,"Pound",213
"1440","North Deli Bar Waste Module","",6.9,"Pound",213
"1441","North Salad Dressing Waste Module","",2.5,"Pound",213
"1445","French Toast Stix","",4,"Pound",215
"1448","Smoky Dogs","",4,"Pound",215
"1449","Marinara Sauce","",6.4,"Pound",215
"1450","Italian Grilled Vegetables","",3.2,"Pound",215
"1451","Italian Grilled Vegetables","",2.6,"Pound",215
"1456","Crispy Dijon Scrod","",1.2,"Pound",215
"1457","Tuscan White Beans","",1.8,"Pound",215
"1458","Buttered Noodles","",2.6,"Pound",215
"1459","Chef's Choice Pasta du Jour","",2.2,"Pound",215
"1460","Basmati Rice","",9.8,"Pound",215
"1461","Meat Sauce","",1.8,"Pound",215
"1466","North Deli Bar Waste Module","",5.7,"Pound",215
"1467","North Salad Bar Waste Module","",5,"Pound",214
"1468","North Salad Dressing Waste Module","",3.2,"Pound",214
